enota,leto,spremenljivka,vrednost
Luxembourg,2015,Urban population (percent),90.2
Luxembourg,2018,Urban population (percent),91.0
Luxembourg,2018,Capital city population (thousands),120.0
Madagascar,2005,Urban population (percent),28.8
Madagascar,2005,Capital city population (thousands),1561.0
Madagascar,2005,Capital city population (as a percentage of total population),8.5
Madagascar,2010,Urban population (percent),31.9
Madagascar,2010,Capital city population (thousands),2021.0
Madagascar,2010,Capital city population (as a percentage of total population),9.6
Madagascar,2015,Urban population (percent),35.2
Madagascar,2015,Capital city population (thousands),2618.0
Madagascar,2015,Capital city population (as a percentage of total population),10.8
Madagascar,2018,Urban population (percent),37.2
Madagascar,2018,Capital city population (thousands),3058.0
Malawi,2005,Urban population (percent),15.1
Malawi,2005,Capital city population (thousands),590.0
Malawi,2005,Capital city population (as a percentage of total population),4.5
Malawi,2010,Urban population (percent),15.5
Malawi,2010,Capital city population (thousands),731.0
Malawi,2010,Capital city population (as a percentage of total population),4.8
Malawi,2015,Urban population (percent),16.3
Malawi,2015,Capital city population (thousands),905.0
Malawi,2015,Capital city population (as a percentage of total population),5.2
Malawi,2018,Urban population (percent),16.9
Malawi,2018,Capital city population (thousands),1030.0
Malaysia,2005,Urban population (percent),66.6
Malaysia,2005,Capital city population (thousands),4927.0
Malaysia,2005,Capital city population (as a percentage of total population),19.2
Malaysia,2010,Urban population (percent),70.9
Malaysia,2010,Capital city population (thousands),5810.0
Malaysia,2010,Capital city population (as a percentage of total population),20.7
Malaysia,2015,Urban population (percent),74.2
Malaysia,2015,Capital city population (thousands),6851.0
Malaysia,2015,Capital city population (as a percentage of total population),22.3
Malaysia,2018,Urban population (percent),76.0
Malaysia,2018,Capital city population (thousands),7564.0
Maldives,2005,Urban population (percent),33.8
Maldives,2010,Urban population (percent),36.4
Maldives,2015,Urban population (percent),38.5
Maldives,2018,Urban population (percent),39.8
Maldives,2018,Capital city population (thousands),177.0
Mali,2005,Urban population (percent),32.1
Mali,2005,Capital city population (thousands),1486.0
Mali,2005,Capital city population (as a percentage of total population),11.6
Mali,2010,Urban population (percent),36.0
Mali,2010,Capital city population (thousands),1886.0
Mali,2010,Capital city population (as a percentage of total population),12.5
Mali,2015,Urban population (percent),40.0
Mali,2015,Capital city population (thousands),2219.0
Mali,2015,Capital city population (as a percentage of total population),12.7
Mali,2018,Urban population (percent),42.4
Mali,2018,Capital city population (thousands),2447.0
Malta,2005,Urban population (percent),93.6
Malta,2010,Urban population (percent),94.1
Malta,2015,Urban population (percent),94.4
Malta,2018,Urban population (percent),94.6
Malta,2018,Capital city population (thousands),213.0
Marshall Islands,2005,Urban population (percent),71.1
Marshall Islands,2010,Urban population (percent),73.6
Marshall Islands,2015,Urban population (percent),75.8
Marshall Islands,2018,Urban population (percent),77.0
Marshall Islands,2018,Capital city population (thousands),31.0
Martinique,2005,Urban population (percent),89.3
Martinique,2010,Urban population (percent),89.1
Martinique,2015,Urban population (percent),89.0
Martinique,2018,Urban population (percent),89.0
Martinique,2018,Capital city population (thousands),79.0
Mauritania,2005,Urban population (percent),42.1
Mauritania,2005,Capital city population (thousands),684.0
Mauritania,2005,Capital city population (as a percentage of total population),21.8
Mauritania,2010,Urban population (percent),46.6
Mauritania,2010,Capital city population (thousands),851.0
Mauritania,2010,Capital city population (as a percentage of total population),23.6
Mauritania,2015,Urban population (percent),51.1
Mauritania,2015,Capital city population (thousands),1058.0
Mauritania,2015,Capital city population (as a percentage of total population),25.3
Mauritania,2018,Urban population (percent),53.7
Mauritania,2018,Capital city population (thousands),1205.0
Mauritius,2005,Urban population (percent),42.1
Mauritius,2010,Urban population (percent),41.6
Mauritius,2015,Urban population (percent),41.0
Mauritius,2018,Urban population (percent),40.8
Mauritius,2018,Capital city population (thousands),149.0
Mayotte,2005,Urban population (percent),50.2
Mayotte,2010,Urban population (percent),49.0
Mayotte,2015,Urban population (percent),47.0
Mayotte,2018,Urban population (percent),46.1
Mayotte,2018,Capital city population (thousands),6.0
Mexico,2005,Urban population (percent),76.3
Mexico,2005,Capital city population (thousands),19276.0
Mexico,2005,Capital city population (as a percentage of total population),17.8
Mexico,2010,Urban population (percent),77.8
Mexico,2010,Capital city population (thousands),20137.0
Mexico,2010,Capital city population (as a percentage of total population),17.2
Mexico,2015,Urban population (percent),79.3
Mexico,2015,Capital city population (thousands),21340.0
Mexico,2015,Capital city population (as a percentage of total population),17.0
Mexico,2018,Urban population (percent),80.2
Mexico,2018,Capital city population (thousands),21581.0
Micronesia (Fed. States of),2005,Urban population (percent),22.3
Micronesia (Fed. States of),2010,Urban population (percent),22.3
Micronesia (Fed. States of),2015,Urban population (percent),22.5
Micronesia (Fed. States of),2018,Urban population (percent),22.7
Micronesia (Fed. States of),2018,Capital city population (thousands),7.0
Monaco,2005,Urban population (percent),100.0
Monaco,2010,Urban population (percent),100.0
Monaco,2015,Urban population (percent),100.0
Monaco,2018,Urban population (percent),100.0
Monaco,2018,Capital city population (thousands),39.0
Mongolia,2005,Urban population (percent),62.5
Mongolia,2005,Capital city population (thousands),933.0
Mongolia,2005,Capital city population (as a percentage of total population),36.9
Mongolia,2010,Urban population (percent),67.6
Mongolia,2010,Capital city population (thousands),1138.0
Mongolia,2010,Capital city population (as a percentage of total population),41.9
Mongolia,2015,Urban population (percent),68.2
Mongolia,2015,Capital city population (thousands),1365.0
Mongolia,2015,Capital city population (as a percentage of total population),45.8
Mongolia,2018,Urban population (percent),68.4
Mongolia,2018,Capital city population (thousands),1520.0
Montenegro,2005,Urban population (percent),62.5
Montenegro,2010,Urban population (percent),64.1
Montenegro,2015,Urban population (percent),65.8
Montenegro,2018,Urban population (percent),66.8
Montenegro,2018,Capital city population (thousands),177.0
Montserrat,2005,Urban population (percent),9.3
Montserrat,2010,Urban population (percent),9.2
Montserrat,2015,Urban population (percent),9.0
Montserrat,2018,Urban population (percent),9.1
Montserrat,2018,Capital city population (thousands),0.0
Morocco,2005,Urban population (percent),55.2
Morocco,2005,Capital city population (thousands),1635.0
Morocco,2005,Capital city population (as a percentage of total population),5.4
Morocco,2010,Urban population (percent),58.0
Morocco,2010,Capital city population (thousands),1714.0
Morocco,2010,Capital city population (as a percentage of total population),5.3
Morocco,2015,Urban population (percent),60.8
Morocco,2015,Capital city population (thousands),1796.0
Morocco,2015,Capital city population (as a percentage of total population),5.2
Morocco,2018,Urban population (percent),62.5
Morocco,2018,Capital city population (thousands),1847.0
Mozambique,2005,Urban population (percent),30.0
Mozambique,2005,Capital city population (thousands),1072.0
Mozambique,2005,Capital city population (as a percentage of total population),5.1
Mozambique,2010,Urban population (percent),31.8
Mozambique,2010,Capital city population (thousands),1097.0
Mozambique,2010,Capital city population (as a percentage of total population),4.5
Mozambique,2015,Urban population (percent),34.4
Mozambique,2015,Capital city population (thousands),1100.0
Mozambique,2015,Capital city population (as a percentage of total population),3.9
Mozambique,2018,Urban population (percent),36.0
Mozambique,2018,Capital city population (thousands),1102.0
Myanmar,2005,Urban population (percent),27.9
Myanmar,2005,Capital city population (thousands),148.0
Myanmar,2005,Capital city population (as a percentage of total population),0.3
Myanmar,2010,Urban population (percent),28.9
Myanmar,2010,Capital city population (thousands),234.0
Myanmar,2010,Capital city population (as a percentage of total population),0.5
Myanmar,2015,Urban population (percent),29.9
Myanmar,2015,Capital city population (thousands),376.0
Myanmar,2015,Capital city population (as a percentage of total population),0.7
Myanmar,2018,Urban population (percent),30.6
Myanmar,2018,Capital city population (thousands),500.0
Namibia,2005,Urban population (percent),36.6
Namibia,2005,Capital city population (thousands),268.0
Namibia,2005,Capital city population (as a percentage of total population),13.2
Namibia,2010,Urban population (percent),41.6
Namibia,2010,Capital city population (thousands),314.0
Namibia,2010,Capital city population (as a percentage of total population),14.5
Namibia,2015,Urban population (percent),46.9
Namibia,2015,Capital city population (thousands),368.0
Namibia,2015,Capital city population (as a percentage of total population),15.2
Namibia,2018,Urban population (percent),50.0
Namibia,2018,Capital city population (thousands),404.0
Nauru,2005,Urban population (percent),100.0
Nauru,2010,Urban population (percent),100.0
Nauru,2015,Urban population (percent),100.0
Nauru,2018,Urban population (percent),100.0
Nauru,2018,Capital city population (thousands),11.0
Nepal,2005,Urban population (percent),15.1
Nepal,2005,Capital city population (thousands),790.0
Nepal,2005,Capital city population (as a percentage of total population),3.1
Nepal,2010,Urban population (percent),16.8
Nepal,2010,Capital city population (thousands),965.0
Nepal,2010,Capital city population (as a percentage of total population),3.6
Nepal,2015,Urban population (percent),18.6
Nepal,2015,Capital city population (thousands),1179.0
Nepal,2015,Capital city population (as a percentage of total population),4.1
Nepal,2018,Urban population (percent),19.7
Nepal,2018,Capital city population (thousands),1330.0
Netherlands,2005,Urban population (percent),82.6
Netherlands,2005,Capital city population (thousands),1025.0
Netherlands,2005,Capital city population (as a percentage of total population),6.3
Netherlands,2010,Urban population (percent),87.1
Netherlands,2010,Capital city population (thousands),1065.0
Netherlands,2010,Capital city population (as a percentage of total population),6.4
Netherlands,2015,Urban population (percent),90.2
Netherlands,2015,Capital city population (thousands),1106.0
Netherlands,2015,Capital city population (as a percentage of total population),6.5
Netherlands,2018,Urban population (percent),91.5
Netherlands,2018,Capital city population (thousands),1132.0
New Caledonia,2005,Urban population (percent),64.0
New Caledonia,2010,Urban population (percent),67.1
New Caledonia,2015,Urban population (percent),69.4
New Caledonia,2018,Urban population (percent),70.7
New Caledonia,2018,Capital city population (thousands),198.0
New Zealand,2005,Urban population (percent),86.3
New Zealand,2005,Capital city population (thousands),371.0
New Zealand,2005,Capital city population (as a percentage of total population),9.0
New Zealand,2010,Urban population (percent),86.2
New Zealand,2010,Capital city population (thousands),387.0
New Zealand,2010,Capital city population (as a percentage of total population),8.9
New Zealand,2015,Urban population (percent),86.3
New Zealand,2015,Capital city population (thousands),402.0
New Zealand,2015,Capital city population (as a percentage of total population),8.7
New Zealand,2018,Urban population (percent),86.5
New Zealand,2018,Capital city population (thousands),411.0
Nicaragua,2005,Urban population (percent),55.9
Nicaragua,2005,Capital city population (thousands),910.0
Nicaragua,2005,Capital city population (as a percentage of total population),16.9
Nicaragua,2010,Urban population (percent),56.9
Nicaragua,2010,Capital city population (thousands),992.0
Nicaragua,2010,Capital city population (as a percentage of total population),17.3
Nicaragua,2015,Urban population (percent),57.9
Nicaragua,2015,Capital city population (thousands),1027.0
Nicaragua,2015,Capital city population (as a percentage of total population),16.9
Nicaragua,2018,Urban population (percent),58.5
Nicaragua,2018,Capital city population (thousands),1048.0
Niger,2005,Urban population (percent),16.2
Niger,2005,Capital city population (thousands),821.0
Niger,2005,Capital city population (as a percentage of total population),6.0
Niger,2010,Urban population (percent),16.2
Niger,2010,Capital city population (thousands),954.0
Niger,2010,Capital city population (as a percentage of total population),5.8
Niger,2015,Urban population (percent),16.2
Niger,2015,Capital city population (thousands),1109.0
Niger,2015,Capital city population (as a percentage of total population),5.6
Niger,2018,Urban population (percent),16.4
Niger,2018,Capital city population (thousands),1214.0
Nigeria,2005,Urban population (percent),39.1
Nigeria,2005,Capital city population (thousands),1316.0
Nigeria,2005,Capital city population (as a percentage of total population),0.9
Nigeria,2010,Urban population (percent),43.5
Nigeria,2010,Capital city population (thousands),1814.0
Nigeria,2010,Capital city population (as a percentage of total population),1.1
Nigeria,2015,Urban population (percent),47.8
Nigeria,2015,Capital city population (thousands),2442.0
Nigeria,2015,Capital city population (as a percentage of total population),1.3
Nigeria,2018,Urban population (percent),50.3
Nigeria,2018,Capital city population (thousands),2919.0
Niue,2005,Urban population (percent),35.2
Niue,2010,Urban population (percent),38.7
Niue,2015,Urban population (percent),42.6
Niue,2018,Urban population (percent),44.8
Niue,2018,Capital city population (thousands),1.0
Northern Mariana Islands,2005,Urban population (percent),90.6
Northern Mariana Islands,2010,Urban population (percent),90.9
Northern Mariana Islands,2010,Capital city population (thousands),4.0
Northern Mariana Islands,2015,Urban population (percent),91.4
Northern Mariana Islands,2018,Urban population (percent),91.6
Norway,2005,Urban population (percent),77.7
Norway,2005,Capital city population (thousands),818.0
Norway,2005,Capital city population (as a percentage of total population),17.7
Norway,2010,Urban population (percent),79.1
Norway,2010,Capital city population (thousands),898.0
Norway,2010,Capital city population (as a percentage of total population),18.4
Norway,2015,Urban population (percent),81.1
Norway,2015,Capital city population (thousands),969.0
Norway,2015,Capital city population (as a percentage of total population),18.6
Norway,2018,Urban population (percent),82.2
Norway,2018,Capital city population (thousands),1012.0
Oman,2005,Urban population (percent),72.4
Oman,2005,Capital city population (thousands),622.0
Oman,2005,Capital city population (as a percentage of total population),24.8
Oman,2010,Urban population (percent),75.2
Oman,2010,Capital city population (thousands),721.0
Oman,2010,Capital city population (as a percentage of total population),23.7
Oman,2015,Urban population (percent),81.4
Oman,2015,Capital city population (thousands),1180.0
Oman,2015,Capital city population (as a percentage of total population),28.1
Oman,2018,Urban population (percent),84.5
Oman,2018,Capital city population (thousands),1447.0
Pakistan,2005,Urban population (percent),34.0
Pakistan,2005,Capital city population (thousands),676.0
Pakistan,2005,Capital city population (as a percentage of total population),0.4
Pakistan,2010,Urban population (percent),35.0
Pakistan,2010,Capital city population (thousands),804.0
Pakistan,2010,Capital city population (as a percentage of total population),0.5
Pakistan,2015,Urban population (percent),36.0
Pakistan,2015,Capital city population (thousands),957.0
Pakistan,2015,Capital city population (as a percentage of total population),0.5
Pakistan,2018,Urban population (percent),36.7
Pakistan,2018,Capital city population (thousands),1061.0
Palau,2005,Urban population (percent),71.2
Palau,2010,Urban population (percent),74.8
Palau,2015,Urban population (percent),78.2
Palau,2018,Urban population (percent),79.9
Palau,2018,Capital city population (thousands),11.0
Panama,2005,Urban population (percent),63.7
Panama,2005,Capital city population (thousands),1352.0
Panama,2005,Capital city population (as a percentage of total population),40.6
Panama,2010,Urban population (percent),65.1
Panama,2010,Capital city population (thousands),1504.0
Panama,2010,Capital city population (as a percentage of total population),41.3
Panama,2015,Urban population (percent),66.7
Panama,2015,Capital city population (thousands),1673.0
Panama,2015,Capital city population (as a percentage of total population),42.2
Panama,2018,Urban population (percent),67.7
Panama,2018,Capital city population (thousands),1783.0
Papua New Guinea,2005,Urban population (percent),13.1
Papua New Guinea,2005,Capital city population (thousands),281.0
Papua New Guinea,2005,Capital city population (as a percentage of total population),4.5
Papua New Guinea,2010,Urban population (percent),13.0
Papua New Guinea,2010,Capital city population (thousands),312.0
Papua New Guinea,2010,Capital city population (as a percentage of total population),4.4
Papua New Guinea,2015,Urban population (percent),13.0
Papua New Guinea,2015,Capital city population (thousands),345.0
Papua New Guinea,2015,Capital city population (as a percentage of total population),4.4
Papua New Guinea,2018,Urban population (percent),13.2
Papua New Guinea,2018,Capital city population (thousands),367.0
Paraguay,2005,Urban population (percent),57.6
Paraguay,2005,Capital city population (thousands),2134.0
Paraguay,2005,Capital city population (as a percentage of total population),36.8
Paraguay,2010,Urban population (percent),59.3
Paraguay,2010,Capital city population (thousands),2587.0
Paraguay,2010,Capital city population (as a percentage of total population),41.7
Paraguay,2015,Urban population (percent),60.8
Paraguay,2015,Capital city population (thousands),2967.0
Paraguay,2015,Capital city population (as a percentage of total population),44.7
Paraguay,2018,Urban population (percent),61.6
Paraguay,2018,Capital city population (thousands),3222.0
Peru,2005,Urban population (percent),75.0
Peru,2005,Capital city population (thousands),8081.0
Peru,2005,Capital city population (as a percentage of total population),29.3
Peru,2010,Urban population (percent),76.4
Peru,2010,Capital city population (thousands),8920.0
Peru,2010,Capital city population (as a percentage of total population),30.4
Peru,2015,Urban population (percent),77.4
Peru,2015,Capital city population (thousands),9813.0
Peru,2015,Capital city population (as a percentage of total population),31.3
Peru,2018,Urban population (percent),77.9
Peru,2018,Capital city population (thousands),10391.0
Philippines,2005,Urban population (percent),45.7
Philippines,2005,Capital city population (thousands),10751.0
Philippines,2005,Capital city population (as a percentage of total population),12.5
Philippines,2010,Urban population (percent),45.3
Philippines,2010,Capital city population (thousands),11887.0
Philippines,2010,Capital city population (as a percentage of total population),12.7
Philippines,2015,Urban population (percent),46.3
Philippines,2015,Capital city population (thousands),12860.0
Philippines,2015,Capital city population (as a percentage of total population),12.6
Philippines,2018,Urban population (percent),46.9
Philippines,2018,Capital city population (thousands),13482.0
Poland,2005,Urban population (percent),61.5
Poland,2005,Capital city population (thousands),1684.0
Poland,2005,Capital city population (as a percentage of total population),4.4
Poland,2010,Urban population (percent),60.9
Poland,2010,Capital city population (thousands),1703.0
Poland,2010,Capital city population (as a percentage of total population),4.4
Poland,2015,Urban population (percent),60.3
Poland,2015,Capital city population (thousands),1740.0
Poland,2015,Capital city population (as a percentage of total population),4.5
Poland,2018,Urban population (percent),60.1
Poland,2018,Capital city population (thousands),1768.0
Portugal,2005,Urban population (percent),57.5
Portugal,2005,Capital city population (thousands),2742.0
Portugal,2005,Capital city population (as a percentage of total population),25.9
Portugal,2010,Urban population (percent),60.6
Portugal,2010,Capital city population (thousands),2812.0
Portugal,2010,Capital city population (as a percentage of total population),26.4
Portugal,2015,Urban population (percent),63.5
Portugal,2015,Capital city population (thousands),2883.0
Portugal,2015,Capital city population (as a percentage of total population),27.7
Portugal,2018,Urban population (percent),65.2
Portugal,2018,Capital city population (thousands),2927.0
Puerto Rico,2005,Urban population (percent),94.1
Puerto Rico,2005,Capital city population (thousands),2493.0
Puerto Rico,2005,Capital city population (as a percentage of total population),66.2
Puerto Rico,2010,Urban population (percent),93.8
Puerto Rico,2010,Capital city population (thousands),2478.0
Puerto Rico,2010,Capital city population (as a percentage of total population),66.7
Puerto Rico,2015,Urban population (percent),93.6
Puerto Rico,2015,Capital city population (thousands),2463.0
Puerto Rico,2015,Capital city population (as a percentage of total population),67.1
Puerto Rico,2018,Urban population (percent),93.6
Puerto Rico,2018,Capital city population (thousands),2454.0
Qatar,2005,Urban population (percent),97.4
Qatar,2005,Capital city population (thousands),373.0
Qatar,2005,Capital city population (as a percentage of total population),43.1
Qatar,2010,Urban population (percent),98.5
Qatar,2010,Capital city population (thousands),524.0
Qatar,2010,Capital city population (as a percentage of total population),29.4
Qatar,2015,Urban population (percent),98.9
Qatar,2015,Capital city population (thousands),590.0
Qatar,2015,Capital city population (as a percentage of total population),23.8
Qatar,2018,Urban population (percent),99.1
Qatar,2018,Capital city population (thousands),633.0
Republic of Korea,2005,Urban population (percent),81.3
Republic of Korea,2005,Capital city population (thousands),9822.0
Republic of Korea,2005,Capital city population (as a percentage of total population),20.2
Republic of Korea,2010,Urban population (percent),81.9
Republic of Korea,2010,Capital city population (thousands),9796.0
Republic of Korea,2010,Capital city population (as a percentage of total population),19.8
Republic of Korea,2015,Urban population (percent),81.6
Republic of Korea,2015,Capital city population (thousands),9897.0
Republic of Korea,2015,Capital city population (as a percentage of total population),19.6
Republic of Korea,2018,Urban population (percent),81.5
Republic of Korea,2018,Capital city population (thousands),9963.0
Republic of Moldova,2005,Urban population (percent),42.8
Republic of Moldova,2005,Capital city population (thousands),585.0
Republic of Moldova,2005,Capital city population (as a percentage of total population),14.1
Republic of Moldova,2010,Urban population (percent),42.6
Republic of Moldova,2010,Capital city population (thousands),555.0
Republic of Moldova,2010,Capital city population (as a percentage of total population),13.6
Republic of Moldova,2015,Urban population (percent),42.5
Republic of Moldova,2015,Capital city population (thousands),526.0
Republic of Moldova,2015,Capital city population (as a percentage of total population),12.9
Republic of Moldova,2018,Urban population (percent),42.6
Republic of Moldova,2018,Capital city population (thousands),510.0
RÈunion,2005,Urban population (percent),96.3
RÈunion,2010,Urban population (percent),98.5
RÈunion,2015,Urban population (percent),99.3
RÈunion,2018,Urban population (percent),99.6
RÈunion,2018,Capital city population (thousands),147.0
Romania,2005,Urban population (percent),53.2
Romania,2005,Capital city population (thousands),1912.0
Romania,2005,Capital city population (as a percentage of total population),8.9
Romania,2010,Urban population (percent),53.8
Romania,2010,Capital city population (thousands),1889.0
Romania,2010,Capital city population (as a percentage of total population),9.2
Romania,2015,Urban population (percent),53.9
Romania,2015,Capital city population (thousands),1849.0
Romania,2015,Capital city population (as a percentage of total population),9.3
Romania,2018,Urban population (percent),54.0
Romania,2018,Capital city population (thousands),1821.0
Russian Federation,2005,Urban population (percent),73.5
Russian Federation,2005,Capital city population (thousands),10751.0
Russian Federation,2005,Capital city population (as a percentage of total population),7.5
Russian Federation,2010,Urban population (percent),73.7
Russian Federation,2010,Capital city population (thousands),11461.0
Russian Federation,2010,Capital city population (as a percentage of total population),8.0
Russian Federation,2015,Urban population (percent),74.1
Russian Federation,2015,Capital city population (thousands),12049.0
Russian Federation,2015,Capital city population (as a percentage of total population),8.4
Russian Federation,2018,Urban population (percent),74.4
Russian Federation,2018,Capital city population (thousands),12410.0
Rwanda,2005,Urban population (percent),16.9
Rwanda,2005,Capital city population (thousands),668.0
Rwanda,2005,Capital city population (as a percentage of total population),7.4
Rwanda,2010,Urban population (percent),16.9
Rwanda,2010,Capital city population (thousands),797.0
Rwanda,2010,Capital city population (as a percentage of total population),7.8
Rwanda,2015,Urban population (percent),17.0
Rwanda,2015,Capital city population (thousands),951.0
Rwanda,2015,Capital city population (as a percentage of total population),8.2
Rwanda,2018,Urban population (percent),17.2
Rwanda,2018,Capital city population (thousands),1058.0
Saint Helena,2005,Urban population (percent),39.9
Saint Helena,2010,Urban population (percent),39.5
Saint Helena,2015,Urban population (percent),39.5
Saint Helena,2018,Urban population (percent),39.8
Saint Helena,2018,Capital city population (thousands),1.0
Saint Kitts and Nevis,2005,Urban population (percent),32.0
Saint Kitts and Nevis,2010,Urban population (percent),31.3
Saint Kitts and Nevis,2015,Urban population (percent),30.8
Saint Kitts and Nevis,2018,Urban population (percent),30.8
Saint Kitts and Nevis,2018,Capital city population (thousands),14.0
Saint Lucia,2005,Urban population (percent),23.1
Saint Lucia,2010,Urban population (percent),18.5
Saint Lucia,2015,Urban population (percent),18.5
Saint Lucia,2018,Urban population (percent),18.7
Saint Lucia,2018,Capital city population (thousands),22.0
Saint Pierre and Miquelon,2005,Urban population (percent),89.9
Saint Pierre and Miquelon,2010,Urban population (percent),89.9
Saint Pierre and Miquelon,2015,Urban population (percent),89.9
Saint Pierre and Miquelon,2018,Urban population (percent),89.9
Saint Pierre and Miquelon,2018,Capital city population (thousands),6.0
Saint Vincent & Grenadines,2005,Urban population (percent),47.0
Saint Vincent & Grenadines,2010,Urban population (percent),49.0
Saint Vincent & Grenadines,2015,Urban population (percent),51.0
Saint Vincent & Grenadines,2018,Urban population (percent),52.2
Saint Vincent & Grenadines,2018,Capital city population (thousands),27.0
Samoa,2005,Urban population (percent),21.2
Samoa,2010,Urban population (percent),20.1
Samoa,2015,Urban population (percent),18.9
Samoa,2018,Urban population (percent),18.2
Samoa,2018,Capital city population (thousands),36.0
San Marino,2005,Urban population (percent),94.5
San Marino,2010,Urban population (percent),95.7
San Marino,2015,Urban population (percent),96.7
San Marino,2018,Urban population (percent),97.2
San Marino,2018,Capital city population (thousands),4.0
Sao Tome and Principe,2005,Urban population (percent),59.2
Sao Tome and Principe,2010,Urban population (percent),65.0
Sao Tome and Principe,2015,Urban population (percent),70.2
Sao Tome and Principe,2018,Urban population (percent),72.8
Sao Tome and Principe,2018,Capital city population (thousands),80.0
Saudi Arabia,2005,Urban population (percent),81.0
Saudi Arabia,2005,Capital city population (thousands),4252.0
Saudi Arabia,2005,Capital city population (as a percentage of total population),17.8
Saudi Arabia,2010,Urban population (percent),82.1
Saudi Arabia,2010,Capital city population (thousands),5220.0
Saudi Arabia,2010,Capital city population (as a percentage of total population),19.0
Saudi Arabia,2015,Urban population (percent),83.2
Saudi Arabia,2015,Capital city population (thousands),6218.0
Saudi Arabia,2015,Capital city population (as a percentage of total population),19.7
Saudi Arabia,2018,Urban population (percent),83.8
Saudi Arabia,2018,Capital city population (thousands),6907.0
Senegal,2005,Urban population (percent),41.7
Senegal,2005,Capital city population (thousands),2135.0
Senegal,2005,Capital city population (as a percentage of total population),19.0
Senegal,2010,Urban population (percent),43.8
Senegal,2010,Capital city population (thousands),2427.0
Senegal,2010,Capital city population (as a percentage of total population),18.8
Senegal,2015,Urban population (percent),45.9
Senegal,2015,Capital city population (thousands),2758.0
Senegal,2015,Capital city population (as a percentage of total population),18.4
Senegal,2018,Urban population (percent),47.2
Senegal,2018,Capital city population (thousands),2978.0
Serbia,2005,Urban population (percent),53.9
Serbia,2005,Capital city population (thousands),1303.0
Serbia,2005,Capital city population (as a percentage of total population),14.1
Serbia,2010,Urban population (percent),55.0
Serbia,2010,Capital city population (thousands),1336.0
Serbia,2010,Capital city population (as a percentage of total population),14.8
Serbia,2015,Urban population (percent),55.7
Serbia,2015,Capital city population (thousands),1369.0
Serbia,2015,Capital city population (as a percentage of total population),15.5
Serbia,2018,Urban population (percent),56.1
Serbia,2018,Capital city population (thousands),1389.0
Seychelles,2005,Urban population (percent),51.7
Seychelles,2010,Urban population (percent),53.3
Seychelles,2015,Urban population (percent),55.4
Seychelles,2018,Urban population (percent),56.7
Seychelles,2018,Capital city population (thousands),28.0
Sierra Leone,2005,Urban population (percent),36.9
Sierra Leone,2005,Capital city population (thousands),786.0
Sierra Leone,2005,Capital city population (as a percentage of total population),13.9
Sierra Leone,2010,Urban population (percent),38.9
Sierra Leone,2010,Capital city population (thousands),905.0
Sierra Leone,2010,Capital city population (as a percentage of total population),14.0
Sierra Leone,2015,Urban population (percent),40.8
Sierra Leone,2015,Capital city population (thousands),1043.0
Sierra Leone,2015,Capital city population (as a percentage of total population),14.4
Sierra Leone,2018,Urban population (percent),42.1
Sierra Leone,2018,Capital city population (thousands),1136.0
Singapore,2005,Urban population (percent),100.0
Singapore,2005,Capital city population (thousands),4491.0
Singapore,2005,Capital city population (as a percentage of total population),100.0
Singapore,2010,Urban population (percent),100.0
Singapore,2010,Capital city population (thousands),5074.0
Singapore,2010,Capital city population (as a percentage of total population),100.0
Singapore,2015,Urban population (percent),100.0
Singapore,2015,Capital city population (thousands),5535.0
Singapore,2015,Capital city population (as a percentage of total population),100.0
Singapore,2018,Urban population (percent),100.0
Singapore,2018,Capital city population (thousands),5792.0
Sint Maarten (Dutch part),2005,Urban population (percent),100.0
Sint Maarten (Dutch part),2010,Urban population (percent),100.0
Sint Maarten (Dutch part),2015,Urban population (percent),100.0
Sint Maarten (Dutch part),2018,Urban population (percent),100.0
Sint Maarten (Dutch part),2018,Capital city population (thousands),41.0
Slovakia,2005,Urban population (percent),55.6
Slovakia,2005,Capital city population (thousands),426.0
Slovakia,2005,Capital city population (as a percentage of total population),7.9
Slovakia,2010,Urban population (percent),54.7
Slovakia,2010,Capital city population (thousands),414.0
Slovakia,2010,Capital city population (as a percentage of total population),7.7
Slovakia,2015,Urban population (percent),53.9
Slovakia,2015,Capital city population (thousands),422.0
Slovakia,2015,Capital city population (as a percentage of total population),7.8
Slovakia,2018,Urban population (percent),53.7
Slovakia,2018,Capital city population (thousands),430.0
Slovenia,2005,Urban population (percent),51.5
Slovenia,2010,Urban population (percent),52.7
Slovenia,2015,Urban population (percent),53.8
Slovenia,2018,Urban population (percent),54.5
Slovenia,2018,Capital city population (thousands),286.0
Solomon Islands,2005,Urban population (percent),17.8
Solomon Islands,2010,Urban population (percent),20.0
Solomon Islands,2015,Urban population (percent),22.4
Solomon Islands,2018,Urban population (percent),23.7
Solomon Islands,2018,Capital city population (thousands),82.0
Somalia,2005,Urban population (percent),36.3
Somalia,2005,Capital city population (thousands),1415.0
Somalia,2005,Capital city population (as a percentage of total population),13.6
Somalia,2010,Urban population (percent),39.3
Somalia,2010,Capital city population (thousands),1353.0
Somalia,2010,Capital city population (as a percentage of total population),11.2
Somalia,2015,Urban population (percent),43.2
Somalia,2015,Capital city population (thousands),1783.0
Somalia,2015,Capital city population (as a percentage of total population),12.8
Somalia,2018,Urban population (percent),45.0
Somalia,2018,Capital city population (thousands),2082.0
South Africa,2005,Urban population (percent),59.5
South Africa,2005,Capital city population (thousands),1334.0
