ime,spol,leto_rojstva,leto_smrti,nominacija,oskar,stevilo,prvi_film
Brad Dourif,M,1950,,Glavna,False,0,One Flew Over the Cuckoo's Nest
Brad Dourif,M,1950,,Glavna,True,0,One Flew Over the Cuckoo's Nest
Brad Dourif,M,1950,,Stranska,False,1,One Flew Over the Cuckoo's Nest
Brad Dourif,M,1950,,Stranska,True,0,One Flew Over the Cuckoo's Nest
Brad Pitt,M,1963,,Glavna,False,2,Once Upon a Time in Hollywood
Brad Pitt,M,1963,,Glavna,True,0,Once Upon a Time in Hollywood
Brad Pitt,M,1963,,Stranska,False,1,Once Upon a Time in Hollywood
Brad Pitt,M,1963,,Stranska,True,1,Once Upon a Time in Hollywood
Bradley Cooper,M,1975,,Glavna,False,4,Silver Linings Playbook
Bradley Cooper,M,1975,,Glavna,True,0,Silver Linings Playbook
Bradley Cooper,M,1975,,Stranska,False,1,Silver Linings Playbook
Bradley Cooper,M,1975,,Stranska,True,0,Silver Linings Playbook
Brandon deWilde,M,1942,1972.0,Glavna,False,0,Shane
Brandon deWilde,M,1942,1972.0,Glavna,True,0,Shane
Brandon deWilde,M,1942,1972.0,Stranska,False,1,Shane
Brandon deWilde,M,1942,1972.0,Stranska,True,0,Shane
Brenda Blethyn,F,1946,,Glavna,False,1,Secrets & Lies
Brenda Blethyn,F,1946,,Glavna,True,0,Secrets & Lies
Brenda Blethyn,F,1946,,Stranska,False,1,Secrets & Lies
Brenda Blethyn,F,1946,,Stranska,True,0,Secrets & Lies
Brenda Fricker,F,1945,,Glavna,False,0,My Left Foot
Brenda Fricker,F,1945,,Glavna,True,0,My Left Foot
Brenda Fricker,F,1945,,Stranska,False,0,My Left Foot
Brenda Fricker,F,1945,,Stranska,True,1,My Left Foot
Brenda Vaccaro,F,1939,,Glavna,False,0,Once Is Not Enough
Brenda Vaccaro,F,1939,,Glavna,True,0,Once Is Not Enough
Brenda Vaccaro,F,1939,,Stranska,False,1,Once Is Not Enough
Brenda Vaccaro,F,1939,,Stranska,True,0,Once Is Not Enough
Brendan Fraser,M,1968,,Glavna,False,0,The Whale
Brendan Fraser,M,1968,,Glavna,True,1,The Whale
Brendan Fraser,M,1968,,Stranska,False,0,The Whale
Brendan Fraser,M,1968,,Stranska,True,0,The Whale
Brendan Gleeson,M,1955,,Glavna,False,0,The Banshees of Inisherin
Brendan Gleeson,M,1955,,Glavna,True,0,The Banshees of Inisherin
Brendan Gleeson,M,1955,,Stranska,False,1,The Banshees of Inisherin
Brendan Gleeson,M,1955,,Stranska,True,0,The Banshees of Inisherin
Brian Aherne,M,1902,1986.0,Glavna,False,0,Juarez
Brian Aherne,M,1902,1986.0,Glavna,True,0,Juarez
Brian Aherne,M,1902,1986.0,Stranska,False,1,Juarez
Brian Aherne,M,1902,1986.0,Stranska,True,0,Juarez
Brian Donlevy,M,1901,1972.0,Glavna,False,0,Beau Geste
Brian Donlevy,M,1901,1972.0,Glavna,True,0,Beau Geste
Brian Donlevy,M,1901,1972.0,Stranska,False,1,Beau Geste
Brian Donlevy,M,1901,1972.0,Stranska,True,0,Beau Geste
Brian Tyree Henry,M,1982,,Glavna,False,0,Causeway
Brian Tyree Henry,M,1982,,Glavna,True,0,Causeway
Brian Tyree Henry,M,1982,,Stranska,False,1,Causeway
Brian Tyree Henry,M,1982,,Stranska,True,0,Causeway
Brie Larson,F,1989,,Glavna,False,0,Room
Brie Larson,F,1989,,Glavna,True,1,Room
Brie Larson,F,1989,,Stranska,False,0,Room
Brie Larson,F,1989,,Stranska,True,0,Room
Broderick Crawford,M,1911,1986.0,Glavna,False,0,All the King's Men
Broderick Crawford,M,1911,1986.0,Glavna,True,1,All the King's Men
Broderick Crawford,M,1911,1986.0,Stranska,False,0,All the King's Men
Broderick Crawford,M,1911,1986.0,Stranska,True,0,All the King's Men
Bruce Davison,M,1946,,Glavna,False,0,Longtime Companion
Bruce Davison,M,1946,,Glavna,True,0,Longtime Companion
Bruce Davison,M,1946,,Stranska,False,1,Longtime Companion
Bruce Davison,M,1946,,Stranska,True,0,Longtime Companion
Bruce Dern,M,1936,,Glavna,False,1,Nebraska
Bruce Dern,M,1936,,Glavna,True,0,Nebraska
Bruce Dern,M,1936,,Stranska,False,1,Nebraska
Bruce Dern,M,1936,,Stranska,True,0,Nebraska
Bryan Cranston,M,1956,,Glavna,False,1,Trumbo
Bryan Cranston,M,1956,,Glavna,True,0,Trumbo
Bryan Cranston,M,1956,,Stranska,False,0,Trumbo
Bryan Cranston,M,1956,,Stranska,True,0,Trumbo
Burgess Meredith,M,1907,1997.0,Glavna,False,0,The Day of the Locust
Burgess Meredith,M,1907,1997.0,Glavna,True,0,The Day of the Locust
Burgess Meredith,M,1907,1997.0,Stranska,False,2,The Day of the Locust
Burgess Meredith,M,1907,1997.0,Stranska,True,0,The Day of the Locust
Burl Ives,M,1909,1995.0,Glavna,False,0,The Big Country
Burl Ives,M,1909,1995.0,Glavna,True,0,The Big Country
Burl Ives,M,1909,1995.0,Stranska,False,0,The Big Country
Burl Ives,M,1909,1995.0,Stranska,True,1,The Big Country
Burt Lancaster,M,1913,1994.0,Glavna,False,3,Elmer Gantry
Burt Lancaster,M,1913,1994.0,Glavna,True,1,Elmer Gantry
Burt Lancaster,M,1913,1994.0,Stranska,False,0,Elmer Gantry
Burt Lancaster,M,1913,1994.0,Stranska,True,0,Elmer Gantry
Burt Reynolds,M,1936,2018.0,Glavna,False,0,Boogie Nights
Burt Reynolds,M,1936,2018.0,Glavna,True,0,Boogie Nights
Burt Reynolds,M,1936,2018.0,Stranska,False,1,Boogie Nights
Burt Reynolds,M,1936,2018.0,Stranska,True,0,Boogie Nights
Burt Young,M,1940,2023.0,Glavna,False,0,Rocky
Burt Young,M,1940,2023.0,Glavna,True,0,Rocky
Burt Young,M,1940,2023.0,Stranska,False,1,Rocky
Burt Young,M,1940,2023.0,Stranska,True,0,Rocky
Bérénice Bejo,F,1976,,Glavna,False,0,The Artist
Bérénice Bejo,F,1976,,Glavna,True,0,The Artist
Bérénice Bejo,F,1976,,Stranska,False,1,The Artist
Bérénice Bejo,F,1976,,Stranska,True,0,The Artist
Candice Bergen,F,1946,,Glavna,False,0,Starting Over
Candice Bergen,F,1946,,Glavna,True,0,Starting Over
Candice Bergen,F,1946,,Stranska,False,1,Starting Over
Candice Bergen,F,1946,,Stranska,True,0,Starting Over
Candy Clark,F,1947,,Glavna,False,0,American Graffiti
Candy Clark,F,1947,,Glavna,True,0,American Graffiti
Candy Clark,F,1947,,Stranska,False,1,American Graffiti
Candy Clark,F,1947,,Stranska,True,0,American Graffiti
Cara Williams,F,1925,2021.0,Glavna,False,0,The Defiant Ones
Cara Williams,F,1925,2021.0,Glavna,True,0,The Defiant Ones
Cara Williams,F,1925,2021.0,Stranska,False,1,The Defiant Ones
Cara Williams,F,1925,2021.0,Stranska,True,0,The Defiant Ones
Carey Mulligan,F,1985,,Glavna,False,3,An Education
Carey Mulligan,F,1985,,Glavna,True,0,An Education
Carey Mulligan,F,1985,,Stranska,False,0,An Education
Carey Mulligan,F,1985,,Stranska,True,0,An Education
Carol Channing,F,1921,2019.0,Glavna,False,0,Thoroughly Modern Millie
Carol Channing,F,1921,2019.0,Glavna,True,0,Thoroughly Modern Millie
Carol Channing,F,1921,2019.0,Stranska,False,1,Thoroughly Modern Millie
Carol Channing,F,1921,2019.0,Stranska,True,0,Thoroughly Modern Millie
Carol Kane,F,1952,,Glavna,False,1,Hester Street
Carol Kane,F,1952,,Glavna,True,0,Hester Street
Carol Kane,F,1952,,Stranska,False,0,Hester Street
Carol Kane,F,1952,,Stranska,True,0,Hester Street
Carole Lombard,F,1908,1942.0,Glavna,False,1,My Man Godfrey
Carole Lombard,F,1908,1942.0,Glavna,True,0,My Man Godfrey
Carole Lombard,F,1908,1942.0,Stranska,False,0,My Man Godfrey
Carole Lombard,F,1908,1942.0,Stranska,True,0,My Man Godfrey
Carolyn Jones,F,1930,1983.0,Glavna,False,0,The Bachelor Party
Carolyn Jones,F,1930,1983.0,Glavna,True,0,The Bachelor Party
Carolyn Jones,F,1930,1983.0,Stranska,False,1,The Bachelor Party
Carolyn Jones,F,1930,1983.0,Stranska,True,0,The Bachelor Party
Carrie Snodgress,F,1945,2004.0,Glavna,False,1,Diary of a Mad Housewife
Carrie Snodgress,F,1945,2004.0,Glavna,True,0,Diary of a Mad Housewife
Carrie Snodgress,F,1945,2004.0,Stranska,False,0,Diary of a Mad Housewife
Carrie Snodgress,F,1945,2004.0,Stranska,True,0,Diary of a Mad Housewife
Carroll Baker,F,1931,,Glavna,False,1,Baby Doll
Carroll Baker,F,1931,,Glavna,True,0,Baby Doll
Carroll Baker,F,1931,,Stranska,False,0,Baby Doll
Carroll Baker,F,1931,,Stranska,True,0,Baby Doll
Cary Grant,M,1904,1986.0,Glavna,False,2,Penny Serenade
Cary Grant,M,1904,1986.0,Glavna,True,0,Penny Serenade
Cary Grant,M,1904,1986.0,Stranska,False,0,Penny Serenade
Cary Grant,M,1904,1986.0,Stranska,True,0,Penny Serenade
Casey Affleck,M,1975,,Glavna,False,0,Manchester by the Sea
Casey Affleck,M,1975,,Glavna,True,1,Manchester by the Sea
Casey Affleck,M,1975,,Stranska,False,1,Manchester by the Sea
Casey Affleck,M,1975,,Stranska,True,0,Manchester by the Sea
Catalina Sandino Moreno,F,1981,,Glavna,False,1,Maria Full of Grace
Catalina Sandino Moreno,F,1981,,Glavna,True,0,Maria Full of Grace
Catalina Sandino Moreno,F,1981,,Stranska,False,0,Maria Full of Grace
Catalina Sandino Moreno,F,1981,,Stranska,True,0,Maria Full of Grace
Cate Blanchett,F,1969,,Glavna,False,4,Blue Jasmine
Cate Blanchett,F,1969,,Glavna,True,1,Blue Jasmine
Cate Blanchett,F,1969,,Stranska,False,2,Blue Jasmine
Cate Blanchett,F,1969,,Stranska,True,1,Blue Jasmine
Catherine Burns,F,1945,2019.0,Glavna,False,0,Last Summer
Catherine Burns,F,1945,2019.0,Glavna,True,0,Last Summer
Catherine Burns,F,1945,2019.0,Stranska,False,1,Last Summer
Catherine Burns,F,1945,2019.0,Stranska,True,0,Last Summer
Catherine Deneuve,F,1943,,Glavna,False,1,Indochine
Catherine Deneuve,F,1943,,Glavna,True,0,Indochine
Catherine Deneuve,F,1943,,Stranska,False,0,Indochine
Catherine Deneuve,F,1943,,Stranska,True,0,Indochine
Catherine Keener,F,1959,,Glavna,False,0,Being John Malkovich
Catherine Keener,F,1959,,Glavna,True,0,Being John Malkovich
Catherine Keener,F,1959,,Stranska,False,2,Being John Malkovich
Catherine Keener,F,1959,,Stranska,True,0,Being John Malkovich
Catherine Zeta-Jones,F,1969,,Glavna,False,0,Chicago
Catherine Zeta-Jones,F,1969,,Glavna,True,0,Chicago
Catherine Zeta-Jones,F,1969,,Stranska,False,0,Chicago
Catherine Zeta-Jones,F,1969,,Stranska,True,1,Chicago
Cathy Moriarty,F,1960,,Glavna,False,0,Raging Bull
Cathy Moriarty,F,1960,,Glavna,True,0,Raging Bull
Cathy Moriarty,F,1960,,Stranska,False,1,Raging Bull
Cathy Moriarty,F,1960,,Stranska,True,0,Raging Bull
Cecil Kellaway,M,1890,1973.0,Glavna,False,0,The Luck of the Irish
Cecil Kellaway,M,1890,1973.0,Glavna,True,0,The Luck of the Irish
Cecil Kellaway,M,1890,1973.0,Stranska,False,2,The Luck of the Irish
Cecil Kellaway,M,1890,1973.0,Stranska,True,0,The Luck of the Irish
Celeste Holm,F,1917,2012.0,Glavna,False,0,Gentleman's Agreement
Celeste Holm,F,1917,2012.0,Glavna,True,0,Gentleman's Agreement
Celeste Holm,F,1917,2012.0,Stranska,False,2,Gentleman's Agreement
Celeste Holm,F,1917,2012.0,Stranska,True,1,Gentleman's Agreement
Celia Johnson,F,1908,1982.0,Glavna,False,1,Brief Encounter
Celia Johnson,F,1908,1982.0,Glavna,True,0,Brief Encounter
Celia Johnson,F,1908,1982.0,Stranska,False,0,Brief Encounter
Celia Johnson,F,1908,1982.0,Stranska,True,0,Brief Encounter
Chadwick Boseman,M,1976,2020.0,Glavna,False,1,Ma Rainey's Black Bottom
Chadwick Boseman,M,1976,2020.0,Glavna,True,0,Ma Rainey's Black Bottom
Chadwick Boseman,M,1976,2020.0,Stranska,False,0,Ma Rainey's Black Bottom
Chadwick Boseman,M,1976,2020.0,Stranska,True,0,Ma Rainey's Black Bottom
Charles Bickford,M,1891,1967.0,Glavna,False,0,The Song of Bernadette
Charles Bickford,M,1891,1967.0,Glavna,True,0,The Song of Bernadette
Charles Bickford,M,1891,1967.0,Stranska,False,3,The Song of Bernadette
Charles Bickford,M,1891,1967.0,Stranska,True,0,The Song of Bernadette
Charles Boyer,M,1899,1978.0,Glavna,False,4,Conquest
Charles Boyer,M,1899,1978.0,Glavna,True,0,Conquest
Charles Boyer,M,1899,1978.0,Stranska,False,0,Conquest
Charles Boyer,M,1899,1978.0,Stranska,True,0,Conquest
Charles Coburn,M,1877,1961.0,Glavna,False,0,The More the Merrier
Charles Coburn,M,1877,1961.0,Glavna,True,0,The More the Merrier
Charles Coburn,M,1877,1961.0,Stranska,False,2,The More the Merrier
Charles Coburn,M,1877,1961.0,Stranska,True,1,The More the Merrier
Charles Durning,M,1923,2012.0,Glavna,False,0,The Best Little Whorehouse in Texas
Charles Durning,M,1923,2012.0,Glavna,True,0,The Best Little Whorehouse in Texas
Charles Durning,M,1923,2012.0,Stranska,False,2,The Best Little Whorehouse in Texas
Charles Durning,M,1923,2012.0,Stranska,True,0,The Best Little Whorehouse in Texas
Charles Laughton,M,1899,1962.0,Glavna,False,2,The Private Life of Henry VIII
Charles Laughton,M,1899,1962.0,Glavna,True,1,The Private Life of Henry VIII
Charles Laughton,M,1899,1962.0,Stranska,False,0,The Private Life of Henry VIII
Charles Laughton,M,1899,1962.0,Stranska,True,0,The Private Life of Henry VIII
Charlie Chaplin,M,1889,1977.0,Glavna,False,1,The Great Dictator
Charlie Chaplin,M,1889,1977.0,Glavna,True,0,The Great Dictator
Charlie Chaplin,M,1889,1977.0,Stranska,False,0,The Great Dictator
Charlie Chaplin,M,1889,1977.0,Stranska,True,0,The Great Dictator
Charlize Theron,F,1975,,Glavna,False,2,Monster
Charlize Theron,F,1975,,Glavna,True,1,Monster
Charlize Theron,F,1975,,Stranska,False,0,Monster
Charlize Theron,F,1975,,Stranska,True,0,Monster
Charlotte Rampling,F,1946,,Glavna,False,1,45 Years
Charlotte Rampling,F,1946,,Glavna,True,0,45 Years
Charlotte Rampling,F,1946,,Stranska,False,0,45 Years
Charlotte Rampling,F,1946,,Stranska,True,0,45 Years
Charlton Heston,M,1923,2008.0,Glavna,False,0,Ben-Hur
Charlton Heston,M,1923,2008.0,Glavna,True,1,Ben-Hur
Charlton Heston,M,1923,2008.0,Stranska,False,0,Ben-Hur
Charlton Heston,M,1923,2008.0,Stranska,True,0,Ben-Hur
Chazz Palminteri,M,1952,,Glavna,False,0,Bullets over Broadway
Chazz Palminteri,M,1952,,Glavna,True,0,Bullets over Broadway
Chazz Palminteri,M,1952,,Stranska,False,1,Bullets over Broadway
Chazz Palminteri,M,1952,,Stranska,True,0,Bullets over Broadway
Cher,F,1946,,Glavna,False,0,Moonstruck
Cher,F,1946,,Glavna,True,1,Moonstruck
Cher,F,1946,,Stranska,False,1,Moonstruck
Cher,F,1946,,Stranska,True,0,Moonstruck
Chester Morris,M,1901,1970.0,Glavna,False,1,Alibi
Chester Morris,M,1901,1970.0,Glavna,True,0,Alibi
Chester Morris,M,1901,1970.0,Stranska,False,0,Alibi
Chester Morris,M,1901,1970.0,Stranska,True,0,Alibi
Chief Dan George,M,1899,1981.0,Glavna,False,0,Little Big Man
Chief Dan George,M,1899,1981.0,Glavna,True,0,Little Big Man
Chief Dan George,M,1899,1981.0,Stranska,False,1,Little Big Man
Chief Dan George,M,1899,1981.0,Stranska,True,0,Little Big Man
Chill Wills,M,1902,1978.0,Glavna,False,0,The Alamo
Chill Wills,M,1902,1978.0,Glavna,True,0,The Alamo
Chill Wills,M,1902,1978.0,Stranska,False,1,The Alamo
Chill Wills,M,1902,1978.0,Stranska,True,0,The Alamo
Chiwetel Ejiofor,M,1977,,Glavna,False,1,12 Years a Slave
Chiwetel Ejiofor,M,1977,,Glavna,True,0,12 Years a Slave
Chiwetel Ejiofor,M,1977,,Stranska,False,0,12 Years a Slave
Chiwetel Ejiofor,M,1977,,Stranska,True,0,12 Years a Slave
Chloë Sevigny,F,1974,,Glavna,False,0,Boys Don't Cry
Chloë Sevigny,F,1974,,Glavna,True,0,Boys Don't Cry
Chloë Sevigny,F,1974,,Stranska,False,1,Boys Don't Cry
Chloë Sevigny,F,1974,,Stranska,True,0,Boys Don't Cry
Chris Cooper,M,1951,,Glavna,False,0,Adaptation
Chris Cooper,M,1951,,Glavna,True,0,Adaptation
Chris Cooper,M,1951,,Stranska,False,0,Adaptation
Chris Cooper,M,1951,,Stranska,True,1,Adaptation
Chris Sarandon,M,1942,,Glavna,False,0,Dog Day Afternoon
Chris Sarandon,M,1942,,Glavna,True,0,Dog Day Afternoon
Chris Sarandon,M,1942,,Stranska,False,1,Dog Day Afternoon
Chris Sarandon,M,1942,,Stranska,True,0,Dog Day Afternoon
Christian Bale,M,1974,,Glavna,False,2,The Fighter
Christian Bale,M,1974,,Glavna,True,0,The Fighter
Christian Bale,M,1974,,Stranska,False,1,The Fighter
Christian Bale,M,1974,,Stranska,True,1,The Fighter
Christine Lahti,F,1950,,Glavna,False,0,Swing Shift
Christine Lahti,F,1950,,Glavna,True,0,Swing Shift
Christine Lahti,F,1950,,Stranska,False,1,Swing Shift
Christine Lahti,F,1950,,Stranska,True,0,Swing Shift
Christoph Waltz,M,1956,,Glavna,False,0,Inglourious Basterds
Christoph Waltz,M,1956,,Glavna,True,0,Inglourious Basterds
Christoph Waltz,M,1956,,Stranska,False,0,Inglourious Basterds
Christoph Waltz,M,1956,,Stranska,True,2,Inglourious Basterds
Christopher Plummer,M,1929,2021.0,Glavna,False,0,Beginners
Christopher Plummer,M,1929,2021.0,Glavna,True,0,Beginners
Christopher Plummer,M,1929,2021.0,Stranska,False,2,Beginners
Christopher Plummer,M,1929,2021.0,Stranska,True,1,Beginners
Christopher Walken,M,1943,,Glavna,False,0,The Deer Hunter
Christopher Walken,M,1943,,Glavna,True,0,The Deer Hunter
Christopher Walken,M,1943,,Stranska,False,1,The Deer Hunter
Christopher Walken,M,1943,,Stranska,True,1,The Deer Hunter
Ciarán Hinds,M,1953,,Glavna,False,0,Belfast
Ciarán Hinds,M,1953,,Glavna,True,0,Belfast
Ciarán Hinds,M,1953,,Stranska,False,1,Belfast
Ciarán Hinds,M,1953,,Stranska,True,0,Belfast
Cicely Tyson,F,1924,2021.0,Glavna,False,1,Sounder
Cicely Tyson,F,1924,2021.0,Glavna,True,0,Sounder
Cicely Tyson,F,1924,2021.0,Stranska,False,0,Sounder
Cicely Tyson,F,1924,2021.0,Stranska,True,0,Sounder
Cillian Murphy,M,1976,,Glavna,False,0,Oppenheimer
Cillian Murphy,M,1976,,Glavna,True,1,Oppenheimer
Cillian Murphy,M,1976,,Stranska,False,0,Oppenheimer
Cillian Murphy,M,1976,,Stranska,True,0,Oppenheimer
Claire Trevor,F,1910,2000.0,Glavna,False,0,Key Largo
Claire Trevor,F,1910,2000.0,Glavna,True,0,Key Largo
Claire Trevor,F,1910,2000.0,Stranska,False,2,Key Largo
Claire Trevor,F,1910,2000.0,Stranska,True,1,Key Largo
Clark Gable,M,1901,1960.0,Glavna,False,2,It Happened One Night
Clark Gable,M,1901,1960.0,Glavna,True,1,It Happened One Night
Clark Gable,M,1901,1960.0,Stranska,False,0,It Happened One Night
Clark Gable,M,1901,1960.0,Stranska,True,0,It Happened One Night
Claude Rains,M,1889,1967.0,Glavna,False,0,Mr. Smith Goes to Washington
Claude Rains,M,1889,1967.0,Glavna,True,0,Mr. Smith Goes to Washington
Claude Rains,M,1889,1967.0,Stranska,False,4,Mr. Smith Goes to Washington
Claude Rains,M,1889,1967.0,Stranska,True,0,Mr. Smith Goes to Washington
Claudette Colbert,F,1903,1996.0,Glavna,False,2,It Happened One Night
Claudette Colbert,F,1903,1996.0,Glavna,True,1,It Happened One Night
Claudette Colbert,F,1903,1996.0,Stranska,False,0,It Happened One Night
Claudette Colbert,F,1903,1996.0,Stranska,True,0,It Happened One Night
Cliff Robertson,M,1923,2011.0,Glavna,False,0,Charly
Cliff Robertson,M,1923,2011.0,Glavna,True,1,Charly
Cliff Robertson,M,1923,2011.0,Stranska,False,0,Charly
Cliff Robertson,M,1923,2011.0,Stranska,True,0,Charly
Clifton Webb,M,1889,1966.0,Glavna,False,1,Sitting Pretty
Clifton Webb,M,1889,1966.0,Glavna,True,0,Sitting Pretty
Clifton Webb,M,1889,1966.0,Stranska,False,2,Sitting Pretty
Clifton Webb,M,1889,1966.0,Stranska,True,0,Sitting Pretty
Clint Eastwood,M,1930,,Glavna,False,2,Unforgiven
Clint Eastwood,M,1930,,Glavna,True,0,Unforgiven
Clint Eastwood,M,1930,,Stranska,False,0,Unforgiven
Clint Eastwood,M,1930,,Stranska,True,0,Unforgiven
Clive Owen,M,1964,,Glavna,False,0,Closer
Clive Owen,M,1964,,Glavna,True,0,Closer
Clive Owen,M,1964,,Stranska,False,1,Closer
Clive Owen,M,1964,,Stranska,True,0,Closer
Cloris Leachman,F,1926,2021.0,Glavna,False,0,The Last Picture Show
Cloris Leachman,F,1926,2021.0,Glavna,True,0,The Last Picture Show
Cloris Leachman,F,1926,2021.0,Stranska,False,0,The Last Picture Show
Cloris Leachman,F,1926,2021.0,Stranska,True,1,The Last Picture Show
Colette Marchand,F,1925,2015.0,Glavna,False,0,Moulin Rouge
Colette Marchand,F,1925,2015.0,Glavna,True,0,Moulin Rouge
Colette Marchand,F,1925,2015.0,Stranska,False,1,Moulin Rouge
Colette Marchand,F,1925,2015.0,Stranska,True,0,Moulin Rouge
Colin Farrell,M,1976,,Glavna,False,1,The Banshees of Inisherin
Colin Farrell,M,1976,,Glavna,True,0,The Banshees of Inisherin
Colin Farrell,M,1976,,Stranska,False,0,The Banshees of Inisherin
Colin Farrell,M,1976,,Stranska,True,0,The Banshees of Inisherin
Colin Firth,M,1960,,Glavna,False,1,The King's Speech
Colin Firth,M,1960,,Glavna,True,1,The King's Speech
Colin Firth,M,1960,,Stranska,False,0,The King's Speech
Colin Firth,M,1960,,Stranska,True,0,The King's Speech
Colman Domingo,M,1969,,Glavna,False,1,Rustin
Colman Domingo,M,1969,,Glavna,True,0,Rustin
Colman Domingo,M,1969,,Stranska,False,0,Rustin
Colman Domingo,M,1969,,Stranska,True,0,Rustin
Corinne Griffith,F,1894,1979.0,Glavna,False,1,The Divine Lady
Corinne Griffith,F,1894,1979.0,Glavna,True,0,The Divine Lady
Corinne Griffith,F,1894,1979.0,Stranska,False,0,The Divine Lady
Corinne Griffith,F,1894,1979.0,Stranska,True,0,The Divine Lady
Cornel Wilde,M,1912,1989.0,Glavna,False,1,A Song to Remember
Cornel Wilde,M,1912,1989.0,Glavna,True,0,A Song to Remember
Cornel Wilde,M,1912,1989.0,Stranska,False,0,A Song to Remember
Cornel Wilde,M,1912,1989.0,Stranska,True,0,A Song to Remember
Cuba Gooding Jr.,M,1968,,Glavna,False,0,Jerry Maguire
Cuba Gooding Jr.,M,1968,,Glavna,True,0,Jerry Maguire
Cuba Gooding Jr.,M,1968,,Stranska,False,0,Jerry Maguire
Cuba Gooding Jr.,M,1968,,Stranska,True,1,Jerry Maguire
Cynthia Erivo,F,1987,,Glavna,False,1,Harriet
Cynthia Erivo,F,1987,,Glavna,True,0,Harriet
Cynthia Erivo,F,1987,,Stranska,False,0,Harriet
Cynthia Erivo,F,1987,,Stranska,True,0,Harriet
Da'Vine Joy Randolph,F,1986,,Glavna,False,0,The Holdovers
Da'Vine Joy Randolph,F,1986,,Glavna,True,0,The Holdovers
Da'Vine Joy Randolph,F,1986,,Stranska,False,0,The Holdovers
Da'Vine Joy Randolph,F,1986,,Stranska,True,1,The Holdovers
Dan Aykroyd,M,1952,,Glavna,False,0,Driving Miss Daisy
Dan Aykroyd,M,1952,,Glavna,True,0,Driving Miss Daisy
Dan Aykroyd,M,1952,,Stranska,False,1,Driving Miss Daisy
Dan Aykroyd,M,1952,,Stranska,True,0,Driving Miss Daisy
Dan Dailey,M,1915,1978.0,Glavna,False,1,When My Baby Smiles at Me
Dan Dailey,M,1915,1978.0,Glavna,True,0,When My Baby Smiles at Me
Dan Dailey,M,1915,1978.0,Stranska,False,0,When My Baby Smiles at Me
Dan Dailey,M,1915,1978.0,Stranska,True,0,When My Baby Smiles at Me
Dan O'Herlihy,M,1919,2005.0,Glavna,False,1,Robinson Crusoe
Dan O'Herlihy,M,1919,2005.0,Glavna,True,0,Robinson Crusoe
Dan O'Herlihy,M,1919,2005.0,Stranska,False,0,Robinson Crusoe
Dan O'Herlihy,M,1919,2005.0,Stranska,True,0,Robinson Crusoe
Daniel Day-Lewis,M,1957,,Glavna,False,3,My Left Foot
Daniel Day-Lewis,M,1957,,Glavna,True,3,My Left Foot
Daniel Day-Lewis,M,1957,,Stranska,False,0,My Left Foot
Daniel Day-Lewis,M,1957,,Stranska,True,0,My Left Foot
Daniel Kaluuya,M,1989,,Glavna,False,1,Judas and the Black Messiah
Daniel Kaluuya,M,1989,,Glavna,True,0,Judas and the Black Messiah
Daniel Kaluuya,M,1989,,Stranska,False,0,Judas and the Black Messiah
Daniel Kaluuya,M,1989,,Stranska,True,1,Judas and the Black Messiah
Daniel Massey,M,1933,1998.0,Glavna,False,0,Star!
