enota,leto,spremenljivka,vrednost
376,2015,Capital city population (as a percentage of total population),10.6
376,2015,Capital city population (as a percentage of total urban population),11.5
376,2018,Urban population (percent),92.4
376,2018,Capital city population (thousands),907
380,2005,Urban population (percent),67.7
380,2005,Urban population (percent growth rate per annum),0.7
380,2005,Rural population (percent growth rate per annum),0.2
380,2005,Capital city population (thousands),"3,807"
380,2005,Capital city population (as a percentage of total population),6.5
380,2005,Capital city population (as a percentage of total urban population),9.6
380,2010,Urban population (percent),68.3
380,2010,Urban population (percent growth rate per annum),0.5
380,2010,Rural population (percent growth rate per annum),-0.1
380,2010,Capital city population (thousands),"3,957"
380,2010,Capital city population (as a percentage of total population),6.6
380,2010,Capital city population (as a percentage of total urban population),9.7
380,2015,Urban population (percent),69.6
380,2015,Urban population (percent growth rate per annum),0.3
380,2015,Rural population (percent growth rate per annum),-0.9
380,2015,Capital city population (thousands),"4,113"
380,2015,Capital city population (as a percentage of total population),6.9
380,2015,Capital city population (as a percentage of total urban population),9.9
380,2018,Urban population (percent),70.4
380,2018,Capital city population (thousands),"4,210"
388,2005,Urban population (percent),52.8
388,2005,Urban population (percent growth rate per annum),1.0
388,2005,Rural population (percent growth rate per annum),0.2
388,2005,Capital city population (thousands),581
388,2005,Capital city population (as a percentage of total population),21.2
388,2005,Capital city population (as a percentage of total urban population),40.1
388,2010,Urban population (percent),53.7
388,2010,Urban population (percent growth rate per annum),0.9
388,2010,Rural population (percent growth rate per annum),0.1
388,2010,Capital city population (thousands),584
388,2010,Capital city population (as a percentage of total population),20.7
388,2010,Capital city population (as a percentage of total urban population),38.6
388,2015,Urban population (percent),54.8
388,2015,Urban population (percent growth rate per annum),0.8
388,2015,Rural population (percent growth rate per annum),-0.1
388,2015,Capital city population (thousands),587
388,2015,Capital city population (as a percentage of total population),20.4
388,2015,Capital city population (as a percentage of total urban population),37.3
388,2018,Urban population (percent),55.7
388,2018,Capital city population (thousands),589
392,2005,Urban population (percent),86.0
392,2005,Urban population (percent growth rate per annum),1.9
392,2005,Rural population (percent growth rate per annum),-8.3
392,2005,Capital city population (thousands),"35,622"
392,2005,Capital city population (as a percentage of total population),27.8
392,2005,Capital city population (as a percentage of total urban population),32.3
392,2010,Urban population (percent),90.8
392,2010,Urban population (percent growth rate per annum),1.1
392,2010,Rural population (percent growth rate per annum),-8.4
392,2010,Capital city population (thousands),"36,860"
392,2010,Capital city population (as a percentage of total population),28.7
392,2010,Capital city population (as a percentage of total urban population),31.6
392,2015,Urban population (percent),91.4
392,2015,Urban population (percent growth rate per annum),0.0
392,2015,Rural population (percent growth rate per annum),-1.4
392,2015,Capital city population (thousands),"37,256"
392,2015,Capital city population (as a percentage of total population),29.1
392,2015,Capital city population (as a percentage of total urban population),31.9
392,2018,Urban population (percent),91.6
392,2018,Capital city population (thousands),"37,468"
400,2005,Urban population (percent),79.5
400,2005,Urban population (percent growth rate per annum),2.6
400,2005,Rural population (percent growth rate per annum),1.1
400,2005,Capital city population (thousands),"1,094"
400,2005,Capital city population (as a percentage of total population),19.2
400,2005,Capital city population (as a percentage of total urban population),24.1
400,2010,Urban population (percent),86.1
400,2010,Urban population (percent growth rate per annum),6.2
400,2010,Rural population (percent growth rate per annum),-3.2
400,2010,Capital city population (thousands),"1,397"
400,2010,Capital city population (as a percentage of total population),19.4
400,2010,Capital city population (as a percentage of total urban population),22.6
400,2015,Urban population (percent),90.3
400,2015,Urban population (percent growth rate per annum),5.8
400,2015,Rural population (percent growth rate per annum),-2.3
400,2015,Capital city population (thousands),"1,783"
400,2015,Capital city population (as a percentage of total population),19.5
400,2015,Capital city population (as a percentage of total urban population),21.6
400,2018,Urban population (percent),91.0
400,2018,Capital city population (thousands),"2,065"
398,2005,Urban population (percent),56.5
398,2005,Urban population (percent growth rate per annum),0.8
398,2005,Rural population (percent growth rate per annum),0.5
398,2005,Capital city population (thousands),538
398,2005,Capital city population (as a percentage of total population),3.5
398,2005,Capital city population (as a percentage of total urban population),6.1
398,2010,Urban population (percent),56.8
398,2010,Urban population (percent growth rate per annum),1.2
398,2010,Rural population (percent growth rate per annum),0.9
398,2010,Capital city population (thousands),664
398,2010,Capital city population (as a percentage of total population),4.0
398,2010,Capital city population (as a percentage of total urban population),7.1
398,2015,Urban population (percent),57.2
398,2015,Urban population (percent growth rate per annum),1.7
398,2015,Rural population (percent growth rate per annum),1.4
398,2015,Capital city population (thousands),894
398,2015,Capital city population (as a percentage of total population),5.0
398,2015,Capital city population (as a percentage of total urban population),8.8
398,2018,Urban population (percent),57.4
398,2018,Capital city population (thousands),"1,068"
404,2005,Urban population (percent),21.7
404,2005,Urban population (percent growth rate per annum),4.4
404,2005,Rural population (percent growth rate per annum),2.3
404,2005,Capital city population (thousands),"2,677"
404,2005,Capital city population (as a percentage of total population),7.4
404,2005,Capital city population (as a percentage of total urban population),34.3
404,2010,Urban population (percent),23.6
404,2010,Urban population (percent growth rate per annum),4.4
404,2010,Rural population (percent growth rate per annum),2.3
404,2010,Capital city population (thousands),"3,237"
404,2010,Capital city population (as a percentage of total population),7.8
404,2010,Capital city population (as a percentage of total urban population),33.2
404,2015,Urban population (percent),25.7
404,2015,Urban population (percent growth rate per annum),4.4
404,2015,Rural population (percent growth rate per annum),2.1
404,2015,Capital city population (thousands),"3,914"
404,2015,Capital city population (as a percentage of total population),8.3
404,2015,Capital city population (as a percentage of total urban population),32.3
404,2018,Urban population (percent),27.0
404,2018,Capital city population (thousands),"4,386"
296,2005,Urban population (percent),43.6
296,2005,Urban population (percent growth rate per annum),2.1
296,2005,Rural population (percent growth rate per annum),1.6
296,2010,Urban population (percent),47.4
296,2010,Urban population (percent growth rate per annum),3.8
296,2010,Rural population (percent growth rate per annum),0.7
296,2015,Urban population (percent),51.6
296,2015,Urban population (percent growth rate per annum),3.5
296,2015,Rural population (percent growth rate per annum),0.1
296,2015,Capital city population (thousands),3
296,2018,Urban population (percent),54.1
414,2005,Urban population (percent),100.0
414,2005,Urban population (percent growth rate per annum),2.3
414,2005,Rural population (percent growth rate per annum),0.0
414,2005,Capital city population (thousands),"1,548"
414,2005,Capital city population (as a percentage of total population),68.0
414,2005,Capital city population (as a percentage of total urban population),68.0
414,2010,Urban population (percent),100.0
414,2010,Urban population (percent growth rate per annum),5.5
414,2010,Rural population (percent growth rate per annum),0.0
414,2010,Capital city population (thousands),"1,994"
414,2010,Capital city population (as a percentage of total population),66.5
414,2010,Capital city population (as a percentage of total urban population),66.5
414,2015,Urban population (percent),100.0
414,2015,Urban population (percent growth rate per annum),5.4
414,2015,Rural population (percent growth rate per annum),0.0
414,2015,Capital city population (thousands),"2,568"
414,2015,Capital city population (as a percentage of total population),65.3
414,2015,Capital city population (as a percentage of total urban population),65.3
414,2018,Urban population (percent),100.0
414,2018,Capital city population (thousands),"2,989"
417,2005,Urban population (percent),35.3
417,2005,Urban population (percent growth rate per annum),0.6
417,2005,Rural population (percent growth rate per annum),0.6
417,2005,Capital city population (thousands),798
417,2005,Capital city population (as a percentage of total population),15.7
417,2005,Capital city population (as a percentage of total urban population),44.5
417,2010,Urban population (percent),35.3
417,2010,Urban population (percent growth rate per annum),1.3
417,2010,Rural population (percent growth rate per annum),1.3
417,2010,Capital city population (thousands),844
417,2010,Capital city population (as a percentage of total population),15.6
417,2010,Capital city population (as a percentage of total urban population),44.1
417,2015,Urban population (percent),35.8
417,2015,Urban population (percent growth rate per annum),1.8
417,2015,Rural population (percent growth rate per annum),1.4
417,2015,Capital city population (thousands),936
417,2015,Capital city population (as a percentage of total population),16.0
417,2015,Capital city population (as a percentage of total urban population),44.6
417,2018,Urban population (percent),36.4
417,2018,Capital city population (thousands),996
418,2005,Urban population (percent),27.2
418,2005,Urban population (percent growth rate per annum),5.8
418,2005,Rural population (percent growth rate per annum),0.2
418,2005,Capital city population (thousands),572
418,2005,Capital city population (as a percentage of total population),9.9
418,2005,Capital city population (as a percentage of total urban population),36.6
418,2010,Urban population (percent),30.1
418,2010,Urban population (percent growth rate per annum),3.7
418,2010,Rural population (percent growth rate per annum),0.8
418,2010,Capital city population (thousands),606
418,2010,Capital city population (as a percentage of total population),9.7
418,2010,Capital city population (as a percentage of total urban population),32.3
418,2015,Urban population (percent),33.1
418,2015,Urban population (percent growth rate per annum),3.2
418,2015,Rural population (percent growth rate per annum),0.4
418,2015,Capital city population (thousands),642
418,2015,Capital city population (as a percentage of total population),9.6
418,2015,Capital city population (as a percentage of total urban population),29.1
418,2018,Urban population (percent),35.0
418,2018,Capital city population (thousands),665
428,2005,Urban population (percent),68.0
428,2005,Urban population (percent growth rate per annum),-1.2
428,2005,Rural population (percent growth rate per annum),-1.1
428,2005,Capital city population (thousands),712
428,2005,Capital city population (as a percentage of total population),31.6
428,2005,Capital city population (as a percentage of total urban population),46.5
428,2010,Urban population (percent),67.8
428,2010,Urban population (percent growth rate per annum),-1.3
428,2010,Rural population (percent growth rate per annum),-1.1
428,2010,Capital city population (thousands),665
428,2010,Capital city population (as a percentage of total population),31.4
428,2010,Capital city population (as a percentage of total urban population),46.2
428,2015,Urban population (percent),68.0
428,2015,Urban population (percent growth rate per annum),-1.2
428,2015,Rural population (percent growth rate per annum),-1.3
428,2015,Capital city population (thousands),646
428,2015,Capital city population (as a percentage of total population),32.4
428,2015,Capital city population (as a percentage of total urban population),47.7
428,2018,Urban population (percent),68.1
428,2018,Capital city population (thousands),637
422,2005,Urban population (percent),86.6
422,2005,Urban population (percent growth rate per annum),4.3
422,2005,Rural population (percent growth rate per annum),3.3
422,2005,Capital city population (thousands),"1,777"
422,2005,Capital city population (as a percentage of total population),44.6
422,2005,Capital city population (as a percentage of total urban population),51.5
422,2010,Urban population (percent),87.3
422,2010,Urban population (percent growth rate per annum),1.8
422,2010,Rural population (percent growth rate per annum),0.6
422,2010,Capital city population (thousands),"1,990"
422,2010,Capital city population (as a percentage of total population),45.9
422,2010,Capital city population (as a percentage of total urban population),52.5
422,2015,Urban population (percent),88.1
422,2015,Urban population (percent growth rate per annum),6.2
422,2015,Rural population (percent growth rate per annum),4.7
422,2015,Capital city population (thousands),"2,229"
422,2015,Capital city population (as a percentage of total population),38.1
422,2015,Capital city population (as a percentage of total urban population),43.2
422,2018,Urban population (percent),88.6
422,2018,Capital city population (thousands),"2,385"
426,2005,Urban population (percent),22.2
426,2005,Urban population (percent growth rate per annum),3.4
426,2005,Rural population (percent growth rate per annum),0.2
426,2010,Urban population (percent),24.8
426,2010,Urban population (percent growth rate per annum),3.1
426,2010,Rural population (percent growth rate per annum),0.2
426,2015,Urban population (percent),26.9
426,2015,Urban population (percent growth rate per annum),2.9
426,2015,Rural population (percent growth rate per annum),0.7
426,2018,Urban population (percent),28.2
426,2018,Capital city population (thousands),202
430,2005,Urban population (percent),46.1
430,2005,Urban population (percent growth rate per annum),3.2
430,2005,Rural population (percent growth rate per annum),1.8
430,2005,Capital city population (thousands),"1,202"
430,2005,Capital city population (as a percentage of total population),36.9
430,2005,Capital city population (as a percentage of total urban population),80.0
430,2010,Urban population (percent),47.8
430,2010,Urban population (percent growth rate per annum),4.6
430,2010,Rural population (percent growth rate per annum),3.2
430,2010,Capital city population (thousands),"1,056"
430,2010,Capital city population (as a percentage of total population),26.7
430,2010,Capital city population (as a percentage of total urban population),55.9
430,2015,Urban population (percent),49.8
430,2015,Urban population (percent growth rate per annum),3.4
430,2015,Rural population (percent growth rate per annum),1.8
430,2015,Capital city population (thousands),"1,270"
430,2015,Capital city population (as a percentage of total population),28.2
430,2015,Capital city population (as a percentage of total urban population),56.6
430,2018,Urban population (percent),51.2
430,2018,Capital city population (thousands),"1,418"
434,2005,Urban population (percent),77.1
434,2005,Urban population (percent growth rate per annum),1.7
434,2005,Rural population (percent growth rate per annum),1.0
434,2005,Capital city population (thousands),"1,058"
434,2005,Capital city population (as a percentage of total population),18.3
434,2005,Capital city population (as a percentage of total urban population),23.7
434,2010,Urban population (percent),78.1
434,2010,Urban population (percent growth rate per annum),1.5
434,2010,Rural population (percent growth rate per annum),0.4
434,2010,Capital city population (thousands),"1,095"
434,2010,Capital city population (as a percentage of total population),17.8
434,2010,Capital city population (as a percentage of total urban population),22.7
434,2015,Urban population (percent),79.3
434,2015,Urban population (percent growth rate per annum),0.5
434,2015,Rural population (percent growth rate per annum),-0.9
434,2015,Capital city population (thousands),"1,134"
434,2015,Capital city population (as a percentage of total population),18.2
434,2015,Capital city population (as a percentage of total urban population),22.9
434,2018,Urban population (percent),80.1
434,2018,Capital city population (thousands),"1,158"
438,2005,Urban population (percent),14.7
438,2005,Urban population (percent growth rate per annum),0.4
438,2005,Rural population (percent growth rate per annum),1.0
438,2010,Urban population (percent),14.5
438,2010,Urban population (percent growth rate per annum),0.3
438,2010,Rural population (percent growth rate per annum),0.7
438,2015,Urban population (percent),14.3
438,2015,Urban population (percent growth rate per annum),0.5
438,2015,Rural population (percent growth rate per annum),0.8
438,2018,Urban population (percent),14.3
438,2018,Capital city population (thousands),5
440,2005,Urban population (percent),66.6
440,2005,Urban population (percent growth rate per annum),-1.0
440,2005,Rural population (percent growth rate per annum),-0.7
440,2005,Capital city population (thousands),535
440,2005,Capital city population (as a percentage of total population),16.0
440,2005,Capital city population (as a percentage of total urban population),24.0
440,2010,Urban population (percent),66.8
440,2010,Urban population (percent growth rate per annum),-1.3
440,2010,Rural population (percent growth rate per annum),-1.4
440,2010,Capital city population (thousands),526
440,2010,Capital city population (as a percentage of total population),16.8
440,2010,Capital city population (as a percentage of total urban population),25.2
440,2015,Urban population (percent),67.2
440,2015,Urban population (percent growth rate per annum),-1.1
440,2015,Rural population (percent growth rate per annum),-1.6
440,2015,Capital city population (thousands),531
440,2015,Capital city population (as a percentage of total population),18.1
440,2015,Capital city population (as a percentage of total urban population),27.0
440,2018,Urban population (percent),67.7
440,2018,Capital city population (thousands),536
442,2005,Urban population (percent),86.6
442,2005,Urban population (percent growth rate per annum),1.5
442,2005,Rural population (percent growth rate per annum),-2.3
442,2010,Urban population (percent),88.5
442,2010,Urban population (percent growth rate per annum),2.5
442,2010,Rural population (percent growth rate per annum),-1.1
442,2015,Urban population (percent),90.2
442,2015,Urban population (percent growth rate per annum),2.6
442,2015,Rural population (percent growth rate per annum),-0.9
442,2018,Urban population (percent),91.0
442,2018,Capital city population (thousands),120
450,2005,Urban population (percent),28.8
450,2005,Urban population (percent growth rate per annum),4.2
450,2005,Rural population (percent growth rate per annum),2.6
450,2005,Capital city population (thousands),"1,561"
450,2005,Capital city population (as a percentage of total population),8.5
450,2005,Capital city population (as a percentage of total urban population),29.5
450,2010,Urban population (percent),31.9
450,2010,Urban population (percent growth rate per annum),4.9
450,2010,Rural population (percent growth rate per annum),2.0
450,2010,Capital city population (thousands),"2,021"
450,2010,Capital city population (as a percentage of total population),9.6
450,2010,Capital city population (as a percentage of total urban population),29.9
450,2015,Urban population (percent),35.2
450,2015,Urban population (percent growth rate per annum),4.7
450,2015,Rural population (percent growth rate per annum),1.7
450,2015,Capital city population (thousands),"2,618"
450,2015,Capital city population (as a percentage of total population),10.8
450,2015,Capital city population (as a percentage of total urban population),30.7
450,2018,Urban population (percent),37.2
450,2018,Capital city population (thousands),"3,058"
454,2005,Urban population (percent),15.1
454,2005,Urban population (percent growth rate per annum),3.3
454,2005,Rural population (percent growth rate per annum),2.6
454,2005,Capital city population (thousands),590
454,2005,Capital city population (as a percentage of total population),4.5
454,2005,Capital city population (as a percentage of total urban population),30.1
454,2010,Urban population (percent),15.5
454,2010,Urban population (percent growth rate per annum),3.7
454,2010,Rural population (percent growth rate per annum),2.9
454,2010,Capital city population (thousands),731
454,2010,Capital city population (as a percentage of total population),4.8
454,2010,Capital city population (as a percentage of total urban population),31.0
454,2015,Urban population (percent),16.3
454,2015,Urban population (percent growth rate per annum),3.9
454,2015,Rural population (percent growth rate per annum),2.8
454,2015,Capital city population (thousands),905
454,2015,Capital city population (as a percentage of total population),5.2
454,2015,Capital city population (as a percentage of total urban population),31.6
454,2018,Urban population (percent),16.9
454,2018,Capital city population (thousands),"1,030"
458,2005,Urban population (percent),66.6
458,2005,Urban population (percent growth rate per annum),3.5
458,2005,Rural population (percent growth rate per annum),-0.6
458,2005,Capital city population (thousands),"4,927"
458,2005,Capital city population (as a percentage of total population),19.2
458,2005,Capital city population (as a percentage of total urban population),28.8
458,2010,Urban population (percent),70.9
458,2010,Urban population (percent growth rate per annum),3.1
458,2010,Rural population (percent growth rate per annum),-0.9
458,2010,Capital city population (thousands),"5,810"
458,2010,Capital city population (as a percentage of total population),20.7
458,2010,Capital city population (as a percentage of total urban population),29.1
458,2015,Urban population (percent),74.2
458,2015,Urban population (percent growth rate per annum),2.7
458,2015,Rural population (percent growth rate per annum),-0.6
458,2015,Capital city population (thousands),"6,851"
458,2015,Capital city population (as a percentage of total population),22.3
458,2015,Capital city population (as a percentage of total urban population),30.0
458,2018,Urban population (percent),76.0
458,2018,Capital city population (thousands),"7,564"
462,2005,Urban population (percent),33.8
462,2005,Urban population (percent growth rate per annum),6.5
462,2005,Rural population (percent growth rate per annum),0.8
462,2010,Urban population (percent),36.4
462,2010,Urban population (percent growth rate per annum),4.2
462,2010,Rural population (percent growth rate per annum),1.9
462,2015,Urban population (percent),38.5
462,2015,Urban population (percent growth rate per annum),3.9
462,2015,Rural population (percent growth rate per annum),2.1
462,2018,Urban population (percent),39.8
462,2018,Capital city population (thousands),177
466,2005,Urban population (percent),32.1
466,2005,Urban population (percent growth rate per annum),5.5
466,2005,Rural population (percent growth rate per annum),2.0
466,2005,Capital city population (thousands),"1,486"
466,2005,Capital city population (as a percentage of total population),11.6
466,2005,Capital city population (as a percentage of total urban population),36.2
466,2010,Urban population (percent),36.0
466,2010,Urban population (percent growth rate per annum),5.6
466,2010,Rural population (percent growth rate per annum),2.1
466,2010,Capital city population (thousands),"1,886"
466,2010,Capital city population (as a percentage of total population),12.5
466,2010,Capital city population (as a percentage of total urban population),34.7
466,2015,Urban population (percent),40.0
466,2015,Urban population (percent growth rate per annum),5.0
466,2015,Rural population (percent growth rate per annum),1.7
466,2015,Capital city population (thousands),"2,219"
466,2015,Capital city population (as a percentage of total population),12.7
466,2015,Capital city population (as a percentage of total urban population),31.8
466,2018,Urban population (percent),42.4
466,2018,Capital city population (thousands),"2,447"
470,2005,Urban population (percent),93.6
470,2005,Urban population (percent growth rate per annum),0.8
470,2005,Rural population (percent growth rate per annum),-3.2
470,2010,Urban population (percent),94.1
470,2010,Urban population (percent growth rate per annum),0.5
470,2010,Rural population (percent growth rate per annum),-0.9
470,2015,Urban population (percent),94.4
470,2015,Urban population (percent growth rate per annum),0.6
470,2015,Rural population (percent growth rate per annum),-0.6
470,2018,Urban population (percent),94.6
470,2018,Capital city population (thousands),213
584,2005,Urban population (percent),71.1
584,2005,Urban population (percent growth rate per annum),0.7
584,2005,Rural population (percent growth rate per annum),-1.7
584,2010,Urban population (percent),73.6
584,2010,Urban population (percent growth rate per annum),0.8
584,2010,Rural population (percent growth rate per annum),-1.6
584,2015,Urban population (percent),75.8
584,2015,Urban population (percent growth rate per annum),0.8
584,2015,Rural population (percent growth rate per annum),-1.6
584,2018,Urban population (percent),77.0
584,2018,Capital city population (thousands),31
474,2005,Urban population (percent),89.3
474,2005,Urban population (percent growth rate per annum),0.4
474,2005,Rural population (percent growth rate per annum),1.2
474,2010,Urban population (percent),89.1
474,2010,Urban population (percent growth rate per annum),-0.2
474,2010,Rural population (percent growth rate per annum),0.4
474,2015,Urban population (percent),89.0
474,2015,Urban population (percent growth rate per annum),-0.5
474,2015,Rural population (percent growth rate per annum),-0.3
474,2018,Urban population (percent),89.0
474,2018,Capital city population (thousands),79
478,2005,Urban population (percent),42.1
478,2005,Urban population (percent growth rate per annum),4.9
478,2005,Rural population (percent growth rate per annum),1.5
478,2005,Capital city population (thousands),684
478,2005,Capital city population (as a percentage of total population),21.8
478,2005,Capital city population (as a percentage of total urban population),51.9
478,2010,Urban population (percent),46.6
478,2010,Urban population (percent growth rate per annum),4.9
478,2010,Rural population (percent growth rate per annum),1.2
478,2010,Capital city population (thousands),851
478,2010,Capital city population (as a percentage of total population),23.6
478,2010,Capital city population (as a percentage of total urban population),50.6
478,2015,Urban population (percent),51.1
478,2015,Urban population (percent growth rate per annum),4.8
478,2015,Rural population (percent growth rate per annum),1.2
478,2015,Capital city population (thousands),"1,058"
478,2015,Capital city population (as a percentage of total population),25.3
478,2015,Capital city population (as a percentage of total urban population),49.5
478,2018,Urban population (percent),53.7
478,2018,Capital city population (thousands),"1,205"
480,2005,Urban population (percent),42.1
480,2005,Urban population (percent growth rate per annum),0.3
480,2005,Rural population (percent growth rate per annum),0.8
480,2010,Urban population (percent),41.6
480,2010,Urban population (percent growth rate per annum),0.2
480,2010,Rural population (percent growth rate per annum),0.6
480,2015,Urban population (percent),41.0
480,2015,Urban population (percent growth rate per annum),-0.1
480,2015,Rural population (percent growth rate per annum),0.4
480,2018,Urban population (percent),40.8
480,2018,Capital city population (thousands),149
175,2005,Urban population (percent),50.2
175,2005,Urban population (percent growth rate per annum),4.4
175,2005,Rural population (percent growth rate per annum),2.4
175,2010,Urban population (percent),49.0
175,2010,Urban population (percent growth rate per annum),2.7
175,2010,Rural population (percent growth rate per annum),3.7
175,2015,Urban population (percent),47.0
175,2015,Urban population (percent growth rate per annum),2.0
175,2015,Rural population (percent growth rate per annum),3.6
175,2018,Urban population (percent),46.1
175,2018,Capital city population (thousands),6
484,2005,Urban population (percent),76.3
484,2005,Urban population (percent growth rate per annum),1.7
484,2005,Rural population (percent growth rate per annum),0.0
484,2005,Capital city population (thousands),"19,276"
484,2005,Capital city population (as a percentage of total population),17.8
484,2005,Capital city population (as a percentage of total urban population),23.3
484,2010,Urban population (percent),77.8
484,2010,Urban population (percent growth rate per annum),2.0
484,2010,Rural population (percent growth rate per annum),0.3
484,2010,Capital city population (thousands),"20,137"
484,2010,Capital city population (as a percentage of total population),17.2
484,2010,Capital city population (as a percentage of total urban population),22.1
484,2015,Urban population (percent),79.3
484,2015,Urban population (percent growth rate per annum),1.8
484,2015,Rural population (percent growth rate per annum),0.0
484,2015,Capital city population (thousands),"21,340"
484,2015,Capital city population (as a percentage of total population),17.0
484,2015,Capital city population (as a percentage of total urban population),21.4
484,2018,Urban population (percent),80.2
484,2018,Capital city population (thousands),"21,581"
583,2005,Urban population (percent),22.3
583,2005,Urban population (percent growth rate per annum),-0.2
583,2005,Rural population (percent growth rate per annum),-0.2
583,2010,Urban population (percent),22.3
583,2010,Urban population (percent growth rate per annum),-0.5
583,2010,Rural population (percent growth rate per annum),-0.5
583,2015,Urban population (percent),22.5
583,2015,Urban population (percent growth rate per annum),0.3
583,2015,Rural population (percent growth rate per annum),0.1
583,2018,Urban population (percent),22.7
583,2018,Capital city population (thousands),7
492,2005,Urban population (percent),100.0
492,2005,Urban population (percent growth rate per annum),1.0
492,2005,Rural population (percent growth rate per annum),0.0
492,2010,Urban population (percent),100.0
492,2010,Urban population (percent growth rate per annum),1.9
492,2010,Rural population (percent growth rate per annum),0.0
492,2015,Urban population (percent),100.0
492,2015,Urban population (percent growth rate per annum),0.6
492,2015,Rural population (percent growth rate per annum),0.0
492,2018,Urban population (percent),100.0
492,2018,Capital city population (thousands),39
496,2005,Urban population (percent),62.5
496,2005,Urban population (percent growth rate per annum),2.8
496,2005,Rural population (percent growth rate per annum),-1.6
496,2005,Capital city population (thousands),933
496,2005,Capital city population (as a percentage of total population),36.9
496,2005,Capital city population (as a percentage of total urban population),59.1
496,2010,Urban population (percent),67.6
496,2010,Urban population (percent growth rate per annum),3.0
496,2010,Rural population (percent growth rate per annum),-1.5
496,2010,Capital city population (thousands),"1,138"
496,2010,Capital city population (as a percentage of total population),41.9
496,2010,Capital city population (as a percentage of total urban population),62.1
496,2015,Urban population (percent),68.2
496,2015,Urban population (percent growth rate per annum),2.1
496,2015,Rural population (percent growth rate per annum),1.4
496,2015,Capital city population (thousands),"1,365"
496,2015,Capital city population (as a percentage of total population),45.8
496,2015,Capital city population (as a percentage of total urban population),67.2
496,2018,Urban population (percent),68.4
496,2018,Capital city population (thousands),"1,520"
499,2005,Urban population (percent),62.5
499,2005,Urban population (percent growth rate per annum),1.4
499,2005,Rural population (percent growth rate per annum),-1.9
499,2010,Urban population (percent),64.1
499,2010,Urban population (percent growth rate per annum),0.8
499,2010,Rural population (percent growth rate per annum),-0.7
499,2015,Urban population (percent),65.8
499,2015,Urban population (percent growth rate per annum),0.6
499,2015,Rural population (percent growth rate per annum),-0.8
499,2018,Urban population (percent),66.8
499,2018,Capital city population (thousands),177
500,2005,Urban population (percent),9.3
500,2005,Urban population (percent growth rate per annum),29.3
500,2005,Rural population (percent growth rate per annum),-2.3
500,2010,Urban population (percent),9.2
500,2010,Urban population (percent growth rate per annum),0.3
500,2010,Rural population (percent growth rate per annum),0.7
500,2015,Urban population (percent),9.0
500,2015,Urban population (percent growth rate per annum),0.5
500,2015,Rural population (percent growth rate per annum),0.7
500,2018,Urban population (percent),9.1
500,2018,Capital city population (thousands),0
504,2005,Urban population (percent),55.2
504,2005,Urban population (percent growth rate per annum),1.8
504,2005,Rural population (percent growth rate per annum),0.3
504,2005,Capital city population (thousands),"1,635"
504,2005,Capital city population (as a percentage of total population),5.4
504,2005,Capital city population (as a percentage of total urban population),9.7
504,2010,Urban population (percent),58.0
504,2010,Urban population (percent growth rate per annum),2.2
504,2010,Rural population (percent growth rate per annum),-0.1
504,2010,Capital city population (thousands),"1,714"
504,2010,Capital city population (as a percentage of total population),5.3
504,2010,Capital city population (as a percentage of total urban population),9.1
504,2015,Urban population (percent),60.8
504,2015,Urban population (percent growth rate per annum),2.4
504,2015,Rural population (percent growth rate per annum),0.0
504,2015,Capital city population (thousands),"1,796"
504,2015,Capital city population (as a percentage of total population),5.2
504,2015,Capital city population (as a percentage of total urban population),8.5
504,2018,Urban population (percent),62.5
504,2018,Capital city population (thousands),"1,847"
508,2005,Urban population (percent),30.0
508,2005,Urban population (percent growth rate per annum),3.5
508,2005,Rural population (percent growth rate per annum),2.7
508,2005,Capital city population (thousands),"1,072"
508,2005,Capital city population (as a percentage of total population),5.1
508,2005,Capital city population (as a percentage of total urban population),17.1
508,2010,Urban population (percent),31.8
508,2010,Urban population (percent growth rate per annum),4.1
508,2010,Rural population (percent growth rate per annum),2.4
508,2010,Capital city population (thousands),"1,097"
508,2010,Capital city population (as a percentage of total population),4.5
508,2010,Capital city population (as a percentage of total urban population),14.2
508,2015,Urban population (percent),34.4
508,2015,Urban population (percent growth rate per annum),4.5
508,2015,Rural population (percent growth rate per annum),2.1
508,2015,Capital city population (thousands),"1,100"
508,2015,Capital city population (as a percentage of total population),3.9
508,2015,Capital city population (as a percentage of total urban population),11.4
508,2018,Urban population (percent),36.0
508,2018,Capital city population (thousands),"1,102"
104,2005,Urban population (percent),27.9
104,2005,Urban population (percent growth rate per annum),1.7
104,2005,Rural population (percent growth rate per annum),0.8
104,2005,Capital city population (thousands),148
104,2005,Capital city population (as a percentage of total population),0.3
104,2005,Capital city population (as a percentage of total urban population),1.1
104,2010,Urban population (percent),28.9
104,2010,Urban population (percent growth rate per annum),1.3
104,2010,Rural population (percent growth rate per annum),0.4
104,2010,Capital city population (thousands),234
104,2010,Capital city population (as a percentage of total population),0.5
104,2010,Capital city population (as a percentage of total urban population),1.6
104,2015,Urban population (percent),29.9
104,2015,Urban population (percent growth rate per annum),1.5
104,2015,Rural population (percent growth rate per annum),0.6
104,2015,Capital city population (thousands),376
104,2015,Capital city population (as a percentage of total population),0.7
104,2015,Capital city population (as a percentage of total urban population),2.4
104,2018,Urban population (percent),30.6
104,2018,Capital city population (thousands),500
516,2005,Urban population (percent),36.6
516,2005,Urban population (percent growth rate per annum),3.8
516,2005,Rural population (percent growth rate per annum),0.1
